a550962-4418532-051222-706_O05,CURxFL
a550962-4418532-051222-706_O07,CURxFL
a550962-4418532-051222-706_O09,CURxFL
a550962-4418532-051222-706_O11,CURxFL
a550962-4418532-051222-706_O17,CURxFL
a550962-4418532-051222-706_O19,CURxFL
a550962-4420485-051222-874_A01,CURxFL
a550962-4420485-051222-874_A03,CURxFL
a550962-4420485-051222-874_A07,CURxPR
a550962-4420485-051222-874_A09,CURxPR
a550962-4420485-051222-874_A13,CURxPR
a550962-4420485-051222-874_A15,CURxCUR_frozen
a550962-4420485-051222-874_A17,CURxCUR_fresh
a550962-4420485-051222-874_A19,CURxCUR_fresh
a550962-4420485-051222-874_A21,CURxCUR_fresh
a550962-4420485-051222-874_A23,CURxCUR_frozen
a550962-4420485-051222-874_C01,CURxFL
a550962-4420485-051222-874_C03,CURxFL
a550962-4420485-051222-874_C05,CURxFL
a550962-4420485-051222-874_C09,CURxPR
a550962-4420485-051222-874_C11,CURxPR
a550962-4420485-051222-874_C15,CURxCUR_frozen
a550962-4420485-051222-874_C17,CURxCUR_fresh
a550962-4420485-051222-874_C21,CURxCUR_fresh
a550962-4420485-051222-874_C23,CURxCUR_frozen
a550962-4420485-051222-874_E01,CURxFL
a550962-4420485-051222-874_E03,CURxFL
a550962-4420485-051222-874_E07,CURxPR
a550962-4420485-051222-874_E09,CURxPR
a550962-4420485-051222-874_E11,CURxPR
a550962-4420485-051222-874_E13,CURxPR
a550962-4420485-051222-874_E17,CURxCUR_fresh
a550962-4420485-051222-874_E19,CURxCUR_fresh
a550962-4420485-051222-874_E21,CURxCUR_fresh
a550962-4420485-051222-874_G03,CURxFL
a550962-4420485-051222-874_G05,CURxPR
a550962-4420485-051222-874_G07,CURxPR
a550962-4420485-051222-874_G09,CURxPR
a550962-4420485-051222-874_G11,CURxPR
a550962-4420485-051222-874_G15,CURxCUR_frozen
a550962-4420485-051222-874_G17,CURxCUR_fresh
a550962-4420485-051222-874_G23,CURxFL
a550962-4420485-051222-874_I03,CURxFL
a550962-4420485-051222-874_I05,CURxPR
a550962-4420485-051222-874_I07,CURxPR
a550962-4420485-051222-874_I11,CURxPR
a550962-4420485-051222-874_I13,CURxCUR_frozen
a550962-4420485-051222-874_I15,CURxCUR_frozen
a550962-4420485-051222-874_I17,CURxCUR_fresh
a550962-4420485-051222-874_I19,CURxCUR_fresh
a550962-4420485-051222-874_I21,CURxCUR_fresh
a550962-4420485-051222-874_I23,CURxFL
a550962-4420485-051222-874_K01,CURxFL
a550962-4420485-051222-874_K03,CURxFL
a550962-4420485-051222-874_K05,CURxPR
a550962-4420485-051222-874_K07,CURxPR
a550962-4420485-051222-874_K09,CURxPR
a550962-4420485-051222-874_K13,CURxCUR_frozen
a550962-4420485-051222-874_K15,CURxCUR_frozen
a550962-4420485-051222-874_K17,CURxCUR_fresh
a550962-4420485-051222-874_K19,CURxCUR_fresh
a550962-4420485-051222-874_K21,CURxCUR_frozen
a550962-4420485-051222-874_K23,CURxFL
a550962-4420485-051222-874_M05,CURxPR
a550962-4420485-051222-874_M09,CURxPR
a550962-4420485-051222-874_M13,CURxCUR_frozen
a550962-4420485-051222-874_M15,CURxCUR_frozen
a550962-4420485-051222-874_M19,CURxCUR_fresh
a550962-4420485-051222-874_M21,CURxCUR_frozen
a550962-4420485-051222-874_M23,FLxFL
a550962-4420485-051222-874_O01,CURxFL
a550962-4420485-051222-874_O05,CURxPR
a550962-4420485-051222-874_O07,CURxPR
a550962-4420485-051222-874_O11,
a550962-4420485-051222-874_O13,CURxCUR_frozen
a550962-4420485-051222-874_O15,CURxCUR_frozen
a550962-4420485-051222-874_O17,CURxCUR_fresh
a550962-4420485-051222-874_O19,CURxCUR_fresh
a550962-4420485-051222-874_O21,CURxCUR_frozen
a550962-4420485-051222-874_O23,FLxFL
id,pop
